,Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition
10,11,129500.0,0.0,0.6666666666666666,0.22364217252396165,0.046273574984224915,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.25,0.6666666666666666,1.0,1.0,0.8,0.4444444444444445,0.5,0.32116788321167883,0.7258064516129031,1.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.25,0.16666666666666666,0.16052445074415309,0.8,0.05736301369863013,0.17021276595744683,1.0,1.0,1.0,1.0,0.1482881747532031,0.0,0.13300678221552373,0.3333333333333333,0.25,0.375,0.3333333333333333,0.25,0.23076923076923078,1.0,0.0,0.0,0.25,0.10995475113122172,0.3333333333333333,0.2,0.25806451612903225,0.6666666666666666,1.0,1.0,0.0,0.0,0.09090909090909091,0.5,0.6666666666666666,0.6666666666666666
11,12,345000.0,0.2352941176470588,0.6666666666666666,0.2715654952076677,0.049657622286101565,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.9375,0.6666666666666666,1.0,1.0,1.0,0.8888888888888888,0.5,0.014598540145985401,0.03225806451612903,1.0,0.0,0.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.75,0.25,1.0,0.17682494684620836,0.8,0.07577054794520548,0.19230769230769232,1.0,1.0,1.0,1.0,0.17811384162990967,0.5530266343825666,0.3749058025621703,0.3333333333333333,0.75,0.5,0.3333333333333333,0.75,0.6923076923076924,1.0,0.5,0.75,1.0,0.09095022624434389,1.0,0.6000000000000001,0.49462365591397855,0.6666666666666666,1.0,1.0,0.10323033707865169,0.02830188679245283,0.5454545454545454,0.0,1.0,1.0
12,13,144000.0,0.0,0.6666666666666666,0.0,0.05453738110261983,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.25,0.6666666666666666,1.0,1.0,0.8,0.4444444444444445,0.625,0.3430656934306569,0.7741935483870968,1.0,0.0,0.42857142857142855,0.7142857142857142,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.25,0.6666666666666666,0.13058114812189936,0.8,0.07491438356164383,0.14926350245499184,1.0,0.5,1.0,1.0,0.1214030665826507,0.0,0.10889223813112284,0.3333333333333333,0.25,0.25,0.3333333333333333,0.25,0.15384615384615385,1.0,0.0,0.0,0.25,0.11131221719457013,0.3333333333333333,0.2,0.23655913978494625,0.6666666666666666,1.0,1.0,0.09831460674157302,0.0,0.7272727272727273,0.5,0.6666666666666666,0.6666666666666666
13,14,279500.0,0.0,0.6666666666666666,0.29073482428115016,0.043712169015401155,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6875,0.6666666666666666,1.0,1.0,0.8,0.6666666666666665,0.5,0.014598540145985401,0.03225806451612903,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,0.8333333333333333,0.0,0.8,0.6395547945205479,0.24451718494271688,1.0,1.0,1.0,1.0,0.24364629279563116,0.0,0.21853805576488322,0.0,0.5,0.375,0.3333333333333333,0.5,0.3846153846153847,1.0,0.25,0.75,0.75,0.09095022624434389,0.6666666666666666,0.6000000000000001,0.5645161290322581,0.6666666666666666,1.0,1.0,0.11235955056179775,0.04447439353099731,0.6363636363636364,0.25,1.0,1.0
14,15,157000.0,0.0,0.6666666666666666,0.0,0.044964827408913506,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.3125,0.6666666666666666,1.0,1.0,0.8,0.5555555555555556,0.5,0.35766423357664234,0.8064516129032258,1.0,0.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.25,0.3333333333333333,0.1298724309000709,0.8,0.2226027397260274,0.20507364975450085,1.0,0.5,1.0,1.0,0.19302667506826293,0.0,0.17313489073097213,0.3333333333333333,0.25,0.25,0.3333333333333333,0.25,0.23076923076923078,1.0,0.25,0.25,0.75,0.11221719457013574,0.6666666666666666,0.2,0.23655913978494625,0.6666666666666666,1.0,1.0,0.0,0.28706199460916443,0.36363636363636365,0.5,0.6666666666666666,0.6666666666666666
15,16,132000.0,0.14705882352941177,0.3333333333333333,0.16293929712460065,0.022529154689289302,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.0625,0.6666666666666666,1.0,1.0,0.4,0.6666666666666665,0.875,0.5766423357664233,0.12903225806451613,0.0,0.0,0.2857142857142857,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.8333333333333333,0.0,0.8,0.3561643835616438,0.13617021276595745,1.0,1.0,1.0,0.5,0.10922075194286913,0.0,0.09796533534287868,0.0,0.25,0.25,0.3333333333333333,0.25,0.23076923076923078,1.0,0.0,0.0,0.25,0.09773755656108597,0.3333333333333333,0.4,0.38709677419354843,0.6666666666666666,1.0,1.0,0.033707865168539325,0.15094339622641512,0.5454545454545454,0.25,0.6666666666666666,0.6666666666666666
16,17,149000.0,0.0,0.6666666666666666,0.0,0.04646521302203837,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.3125,0.6666666666666666,1.0,1.0,0.8,0.5555555555555556,0.75,0.2992700729927007,0.6774193548387096,0.0,0.0,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.25,0.6666666666666666,0.10240963855421686,0.8,0.18236301369863012,0.16432078559738136,1.0,1.0,1.0,1.0,0.14072673808023523,0.0,0.12622456669178597,0.3333333333333333,0.25,0.25,0.3333333333333333,0.25,0.23076923076923078,1.0,0.25,0.5,0.75,0.1085972850678733,1.0,0.4,0.32258064516129037,0.6666666666666666,1.0,1.0,0.0,0.0,0.1818181818181818,1.0,0.6666666666666666,0.6666666666666666
17,18,90000.0,0.4117647058823529,0.6666666666666666,0.23003194888178913,0.04436186870457361,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.25,0.6666666666666666,1.0,0.25,0.8,0.3333333333333333,0.5,0.291970802919708,0.6612903225806451,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.3333333333333333,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.2020583910943079,0.0,0.18123587038432554,0.0,0.5,0.25,0.6666666666666666,0.25,0.3076923076923077,1.0,0.0,0.0,0.5,0.1081447963800905,0.3333333333333333,0.4,0.3467741935483871,0.6666666666666666,1.0,1.0,0.0,0.0,0.8181818181818182,0.0,0.6666666666666666,0.6666666666666666
18,19,159000.0,0.0,0.6666666666666666,0.2108626198083067,0.057935450699946246,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.4375,1.0,1.0,1.0,0.8,0.4444444444444445,0.5,0.0364963503649635,0.0967741935483871,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,1.0,0.11445783132530121,0.8,0.20034246575342465,0.1823240589198036,1.0,1.0,1.0,1.0,0.1638311279143037,0.0,0.146948003014318,0.3333333333333333,0.25,0.375,0.3333333333333333,0.5,0.3076923076923077,1.0,0.0,0.0,0.25,0.0923076923076923,0.3333333333333333,0.4,0.38709677419354843,0.6666666666666666,1.0,1.0,0.0,0.13746630727762804,0.4545454545454545,0.5,0.6666666666666666,0.6666666666666666
19,20,139000.0,0.0,0.6666666666666666,0.22364217252396165,0.02925985650517656,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3125,0.6666666666666666,1.0,1.0,0.8,0.4444444444444445,0.625,0.3795620437956204,0.7419354838709677,1.0,0.0,0.7142857142857142,0.7142857142857142,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.25,0.5,0.0892983699503898,0.8,0.2247431506849315,0.1684124386252046,1.0,0.5,1.0,1.0,0.21109010712035287,0.0,0.18933685003767897,0.0,0.25,0.375,0.3333333333333333,0.25,0.3076923076923077,0.3333333333333333,0.0,0.0,0.75,0.11357466063348416,0.3333333333333333,0.2,0.19758064516129034,0.6666666666666666,1.0,1.0,0.0,0.0,0.36363636363636365,0.75,0.0,0.0
20,21,325300.0,0.2352941176470588,0.6666666666666666,0.3226837060702875,0.06036598191123887,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.9375,0.6666666666666666,1.0,1.0,1.0,0.7777777777777777,0.5,0.014598540145985401,0.03225806451612903,0.0,0.0,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,0.8333333333333333,0.0,0.8,0.49571917808219174,0.18952536824877253,1.0,1.0,1.0,1.0,0.17307288384793107,0.5898305084745763,0.38470233609645815,0.0,0.75,0.5,0.3333333333333333,0.5,0.5384615384615384,1.0,0.25,0.75,1.0,0.09095022624434389,0.6666666666666666,0.6000000000000001,0.573252688172043,0.6666666666666666,1.0,1.0,0.16853932584269662,0.20754716981132076,0.9090909090909091,0.0,1.0,1.0
21,22,139400.0,0.14705882352941177,0.3333333333333333,0.18210862619808305,0.028741031573535254,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.4,0.6666666666666665,0.75,0.5693430656934306,0.9516129032258064,0.0,0.0,0.2857142857142857,0.0,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.8,0.2726883561643835,0.10425531914893618,1.0,1.0,1.0,0.0,0.16257088846880907,0.0,0.14581763376036172,0.0,0.25,0.375,0.3333333333333333,0.5,0.3076923076923077,1.0,0.25,0.75,0.75,0.1253393665158371,0.3333333333333333,0.2,0.18817204301075272,0.6666666666666666,1.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.6666666666666666
22,23,230000.0,0.0,0.6666666666666666,0.23961661341853036,0.03945873939563906,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6875,0.6666666666666666,1.0,1.0,0.8,0.7777777777777777,0.5,0.051094890510948905,0.12903225806451613,1.0,0.0,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8,0.7607020547945205,0.29083469721767596,1.0,1.0,1.0,1.0,0.30686830497794576,0.0,0.2752449133383572,0.0,0.5,0.375,0.3333333333333333,0.5,0.3846153846153847,1.0,0.25,0.75,0.75,0.09321266968325792,0.6666666666666666,0.4,0.3588709677419355,0.6666666666666666,1.0,1.0,0.12008426966292135,0.2142857142857143,0.7272727272727273,0.5,0.6666666666666666,0.6666666666666666
23,24,129900.0,0.588235294117647,0.3333333333333333,0.14057507987220447,0.013667063965037744,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.75,0.8,0.4444444444444445,0.75,0.23357664233576642,0.532258064516129,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,1.0,0.148830616583983,0.8,0.08561643835616438,0.17021276595744683,1.0,0.5,1.0,1.0,0.15248897290485192,0.0,0.13677467972871138,0.3333333333333333,0.25,0.375,0.3333333333333333,0.25,0.3076923076923077,1.0,0.25,0.5,0.75,0.10452488687782806,0.3333333333333333,0.4,0.3844086021505377,0.6666666666666666,1.0,1.0,0.0702247191011236,0.14824797843665768,0.4545454545454545,0.25,0.6666666666666666,0.6666666666666666
24,25,154000.0,0.0,0.6666666666666666,0.0,0.03246628806468952,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.25,0.6666666666666666,1.0,1.0,0.8,0.4444444444444445,0.875,0.31386861313868614,0.17741935483870966,0.0,0.0,0.5714285714285714,0.7142857142857142,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.75,0.5,0.16666666666666666,0.033309709425939055,1.0,0.08732876712328766,0.17348608837970542,1.0,1.0,1.0,1.0,0.15248897290485192,0.0,0.13677467972871138,0.3333333333333333,0.25,0.375,0.3333333333333333,0.5,0.3076923076923077,1.0,0.25,0.5,0.75,0.10950226244343891,0.3333333333333333,0.2,0.1814516129032258,0.6666666666666666,1.0,1.0,0.2851123595505618,0.12129380053908356,0.36363636363636365,1.0,0.6666666666666666,0.6666666666666666
25,26,256300.0,0.0,0.6666666666666666,0.3514376996805112,0.06043609338848769,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.9375,0.6666666666666666,1.0,1.0,0.8,0.7777777777777777,0.5,0.021897810218978103,0.06451612903225806,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8,0.670376712328767,0.2563011456628478,1.0,1.0,1.0,1.0,0.26591052299936985,0.0,0.23850791258477771,0.0,0.5,0.375,0.3333333333333333,0.5,0.3846153846153847,1.0,0.25,0.75,0.75,0.09140271493212669,0.6666666666666666,0.6000000000000001,0.5981182795698925,0.6666666666666666,1.0,1.0,0.0,0.07547169811320756,0.5454545454545454,0.75,0.6666666666666666,0.6666666666666666
26,27,134800.0,0.0,0.6666666666666666,0.19169329073482427,0.027577181051204748,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.3125,0.6666666666666666,1.0,1.0,0.8,0.4444444444444445,0.75,0.437956204379562,0.1935483870967742,0.0,0.0,0.2857142857142857,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,0.5,0.3333333333333333,0.041459957476966694,0.6000000000000001,0.07705479452054795,0.14729950900163669,1.0,0.5,1.0,1.0,0.11888258769166142,0.0,0.10663149962321025,0.0,0.25,0.375,0.3333333333333333,0.5,0.23076923076923078,1.0,0.0,0.0,0.25,0.09276018099547512,0.3333333333333333,0.4,0.38709677419354843,0.6666666666666666,1.0,1.0,0.15589887640449437,0.0431266846361186,0.36363636363636365,1.0,0.6666666666666666,0.6666666666666666
27,28,306000.0,0.0,0.6666666666666666,0.3130990415335463,0.04757297436256982,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9375,0.6666666666666666,1.0,1.0,0.8,0.7777777777777777,0.5,0.029197080291970802,0.06451612903225806,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.25,1.0,0.21580439404677534,0.8,0.20804794520547945,0.2788870703764321,1.0,1.0,1.0,1.0,0.2877546733879437,0.0,0.25810097965335344,0.3333333333333333,0.5,0.375,0.3333333333333333,0.5,0.3846153846153847,1.0,0.25,0.75,0.75,0.09140271493212669,0.6666666666666666,0.6000000000000001,0.5188172043010754,0.6666666666666666,1.0,1.0,0.0,0.06738544474393532,0.36363636363636365,1.0,0.6666666666666666,0.6666666666666666
28,29,207500.0,0.0,0.6666666666666666,0.1501597444089457,0.070209633316974,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.3125,0.6666666666666666,1.0,1.0,0.8,0.4444444444444445,0.625,0.36496350364963503,0.17741935483870966,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.75,1.0,0.3333333333333333,0.22625797306874557,0.8,0.08861301369863013,0.24288052373158758,1.0,0.5,1.0,1.0,0.26591052299936985,0.0,0.23850791258477771,0.3333333333333333,0.25,0.25,0.3333333333333333,0.25,0.3076923076923077,1.0,0.5,0.75,0.75,0.11266968325791855,0.6666666666666666,0.2,0.21438172043010753,0.6666666666666666,1.0,1.0,0.20224719101123595,0.3477088948787062,0.9999999999999999,0.0,0.6666666666666666,0.6666666666666666
29,30,68500.0,0.05882352941176469,0.3333333333333333,0.19169329073482427,0.02348267077987333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0625,0.3333333333333333,0.0,1.0,0.8,0.3333333333333333,0.625,0.5985401459854014,0.9677419354838709,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.8333333333333333,0.0,0.8,0.2226027397260274,0.08510638297872342,1.0,0.25,0.0,1.0,0.03906742281033396,0.0,0.03504144687264506,0.0,0.25,0.125,0.3333333333333333,0.0,0.15384615384615385,1.0,0.0,0.0,0.25,0.13031674208144797,0.3333333333333333,0.2,0.16129032258064518,0.3333333333333333,1.0,1.0,0.03441011235955056,0.0,0.36363636363636365,0.5,0.6666666666666666,0.6666666666666666
30,31,40000.0,0.2941176470588235,0.0,0.1597444089456869,0.0336535090794363,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.375,0.6496350364963503,0.9677419354838709,0.5,0.0,0.7142857142857142,0.42857142857142855,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.75,0.25,0.8333333333333333,0.0,0.8,0.2778253424657534,0.10621931260229134,1.0,0.5,0.0,1.0,0.06616257088846882,0.32348668280871673,0.18519216277317258,0.0,0.25,0.375,0.3333333333333333,0.25,0.3076923076923077,1.0,0.0,0.0,0.25,0.13031674208144797,0.3333333333333333,0.2,0.16801075268817206,0.6666666666666666,0.3333333333333333,0.0,0.0,0.07277628032345014,0.5454545454545454,0.5,0.6666666666666666,0.6666666666666666
